68721573960,256
2260596980449280,2
19136520,128
550829588544,128
592,96
295488,128
4398182826048,128
150999552,256
35184376545280,24
4466782769152,128
1100587466752,48
68719542280,96
8589939264,256
35802847641600,64
35184372352000,24
68853960704,128
281474993782784,96
282643207815168,72
1210057216,128
2251870680645632,4
1224736776,128
17180131840,48
618475327488,256
8796093087744,6
1649269538816,16
4406636445698,48
68719477824,96
35184372351496,64
17180131336,48
9814671360,128
9663680520,128
4398047035904,8
1207996416,128
549772627968,256
33587264,96
2256206450393088,16
35734127935489,128
2251799813951489,32
35192962285632,64
2256747616010241,32
4399120318464,24
8858402816,96
35185479385088,24
16777737,256
550831915008,64
8589967488,96
4423816314880,8
36284017934336,48
2286984185778184,32
2286984185774208,12
281543696187401,192
281474993750528,96
549755883520,96
35184506307080,128
281681135140864,12
549755822144,96
5497558142976,48
4399122350088,64
281474976743496,192
274432,8
285873023222280,96
268730368,48
35193113018368,128
16810056,256
8796097216512,6
1099513729024,96
2149842944,8
68721840128,128
70377468329984,16
549755912192,16
146028888576,96
1073750080,48
549760012288,96
285874096963585,48
562949970198592,48
549757915200,256
281483568746496,192
562958543355905,48
137438953544,96
35321811304448,24
551097991168,48
618609508353,256
4194320,36
8590200840,128
549772591680,256
137438953600,36
550829817920,64
281474993750024,96
4466765988360,128
4399137030152,64
68736254465,256
1090519042,48
2251816993554440,24
33345,256
8606711873,256
268435528,96
17179869704,96
35193096241664,128
8590229512,128
290271069733376,12
1075875840,128
8606712832,96
4398047039488,8
2533275864399872,12
35185582145536,64
35184374448136,64
138512728064,48
33619968,36
150995520,256
8724185096,256
1076101128,64
137438954496,36
2286984319991816,32
35802847379968,128
8726249536,256
35734262124544,128
2252358159437824,64
2256206450130945,32
550829556225,128
598134325510208,24
618609770496,128
2537672839004160,24
281485714128896,12
35184372154376,48
281543696191489,192
1099511889984,48
2251799816044608,32
2251799815847936,24
4398046773824,64
2256747616010248,32
281552302899200,192
77309444104,256
2251799830724609,32
4948876067328,64
1108101562880,96
2533274790658049,24
281474993488385,192
281476050452545,96
19136576,128
2251799818141696,12
35184372088842,48
2251816993816576,12
8796093059072,16
70866993152,16
77309673473,128
1208221697,64
2252349569761281,32
2286984336769024,32
282024732532736,72
316659348800064,96
2533275864137792,24
43980465111104,8
35185462608384,64
282093452263424,96
2533276937879552,3
285941742698497,96
285881747374080,96
4406770663488,128
35321811046400,48
567348134150144,24
77443891200,128
35253091569665,128
549757911616,256
2256197860200960,32
136315393,256
549774688320,256
39582418862081,32
16875520,16
16778304,96
2533274790396928,18
281475110993920,72
35184372088961,48
137439248384,48
4466765991944,128
77309673536,128
2251808537837632,64
10737422336,16
2533343509872641,48
16810049,256
558362529792,256
316660422545408,48
550829555784,128
1078198272,24
5016656019456,128
4398046512136,48
35184390967296,128
78383185920,128
1108235780096,96
1100719587328,48
618475814912,16
79456894976,16
136314882,96
134742528,16
282574488338433,72
549756080136,128
285216768,96
33816577,48
68719477264,96
70368878395400,16
8804682960896,16
1073742856,48
69696,96
4398180728848,48
74766790692864,8
281475245146113,72
35184372089472,48
9663676432,48
8592293952,128
151028224,256
562949986975744,18
627082002432,256
2281701888,16
2252358293651456,64
68719510528,96
1207959568,48
2149580808,16
558479966216,256
35184372383808,64
4399120252993,64
