549890032128,8.015,6.626
270336,11.624,9.906
281474977234944,10.223,8.05
2251799813718080,7.586,5.278
281474976972801,8.714,7.415
618475552768,11.412,10.519
281475110961152,8.856,5.381
2251799815782912,8.406,6.852
1099511631872,11.082,9.646
70368746274816,11.53,10.336
68719477249,9.058,8.765
2533274790395912,7.996,6.965
1649267441664,11.619,10.575
33554440,11.555,10.177
70368878395392,8.728,6.881
4398046511232,11.459,10.452
1077936128,11.941,10.849
9345848836096,11.246,10.295
4466765987904,10.5,9.976
17043456,12.074,9.09
35201551958016,11.846,10.339
549757911041,10.618,10.127
4168,10.6,9.729
35194035765248,12.284,10.749
68736516096,11.731,10.439
281474976711680,7.873,6.028
4398046511617,10.028,9.237
2363392,11.667,9.615
8590229504,11.952,9.343
2256197860229120,8.455,4.938
8606744576,11.816,8.844
35184372089856,9.857,8.608
8590458880,12.65,10.869
2129921,10.792,9.622
549755818048,10.47,9.495
2251799813686272,8.043,6.317
77309415424,11.126,8.98
281612415664128,7.955,7.157
5016521801728,11.001,10.215
5497558138880,11.413,10.441
4224,11.056,9.592
70368744439808,11.778,10.477
281483566907392,10.073,7.421
77309444096,10.868,8.931
4466766249984,11.148,10.305
39582435377152,11.834,10.032
2256197860200448,8.455,5.013
17039361,11.674,10.097
69927436288,8.687,7.171
2251799947902984,7.862,7.034
35184374218752,11.282,9.545
549755814408,10.182,9.332
2251808537837568,9.56,7.037
281544769929216,8.812,7.307
1207959560,8.635,7.293
549755813953,10.915,10.281
8589967361,10.965,9.354
2251799816044544,9.56,7.787
281476184670208,9.521,7.737
316667938734080,9.282,6.725
17039424,11.807,10.283
134479880,8.726,7.216
2251800904204288,10.375,6.754
2281701376,10.155,8.174
316659350896640,8.777,7.214
281475110928896,8.332,6.728
17072128,11.857,8.84
281492156579840,10.23,7.478
1075839040,11.359,10.498
281476050456576,9.094,5.655
4398046511113,10.003,9.64
4399137030144,12.196,10.291
285873157439488,8.492,6.972
35184372092929,10.636,9.481
281476050452481,8.571,7.361
4466765991936,10.962,9.666
35742717837312,11.502,10.219
8589935616,10.307,8.723
1073741833,10.198,9.827
1073774600,11.026,9.56
16814080,11.584,8.956
137441050624,10.621,10.316
1099513724928,11.537,10.632
321057395310592,8.595,6.744
549758173184,11.786,10.675
68853698560,7.77,4.857
68853694465,6.456,5.788
8589934657,11.524,10.515
549756076096,11.224,10.527
68721573889,9.753,9.481
68853694528,7.333,6.496
550829559808,11.635,9.676
33816576,12.727,10.489
65537,10.539,9.497
549789368320,12.129,10.362
17039368,11.559,10.234
35184506310656,8.214,5.055
35184506339328,8.241,5.037
8608808960,12.161,10.336
2252349569761280,9.614,7.899
8594128896,11.738,10.444
4475355922432,11.016,9.931
550829555776,11.175,10.379
35184372383744,11.79,9.793
8589935105,10.398,9.418
33554496,11.944,10.352
134254592,8.322,5.018
35184388870144,11.619,8.978
549890064384,8.287,5.344
2251868533194752,7.861,4.817
40132174413824,11.432,10.433
2251799815782401,7.83,6.629
4400193994752,12.238,10.862
281475110928448,7.819,6.939
282574488338432,9.234,7.692
4398180728840,7.954,6.568
550829588480,11.358,9.533
4398180761600,8.415,4.982
4466765987848,10.67,10.233
2251799813685257,6.412,6.048
2251799964680192,9.478,6.784
150995456,9.145,6.295
281474976776192,8.343,5.253
2101312,10.912,9.596
8589938752,11.204,9.364
281543696187393,6.39,5.876
136314881,7.956,6.802
32777,9.982,9.379
281474976743488,7.389,5.3
6291456,11.663,10.592
281474976711169,7.428,6.252
558347845632,11.679,10.461
69793218624,10.918,10.281
2252350643240960,9.832,8.137
8606712320,11.607,9.73
549890293760,9.613,7.767
549756080128,11.358,9.655
4398180990976,9.241,7.197
16777225,9.905,9.295
558345748992,10.912,9.508
268439552,8.82,5.398
35184388866049,11.088,9.892
35184374186496,10.869,9.685
281543696191488,7.621,4.802
2251808403652608,9.04,4.371
1208221696,10.114,8.042
524289,11.468,10.492
618477387776,11.172,10.376
35253091565569,9.699,9.404
316659348800000,8.118,6.443
566935683072,11.941,10.442
281474976710784,8.965,7.603
4415226380288,12.174,10.504
521,8.945,8.632
77309411840,10.657,9.359
2251937252638720,8.799,8.024
4398046773256,11.423,10.385
281475010265088,10.275,6.957
1073741840,11.252,10.575
4398046511169,11.273,10.347
35185445863424,11.691,9.813
35184372350984,11.286,10.351
262216,11.104,10.484
77309411336,11.4,10.651
35184372088834,10.967,10.031
559419490304,11.876,10.453
281474976972864,8.807,7.563
16777729,10.469,9.157
524800,11.349,9.905
2814749767106560,9.292,8.008
137438953480,10.836,10.836
8589934608,11.124,10.025
262272,11.713,10.764
134221888,7.47,5.311
281474978807809,8.012,6.832
4947802324993,10.637,10.068
281476050714624,10.088,8.071
281474976976896,9.278,5.75
70918499991552,11.474,10.509
266304,11.427,9.912
77311508480,11.168,10.08
549755813904,10.892,10.309
134742016,10.212,8.002
4398048870400,11.633,10.486
134217737,5.997,5.574
18253611008,12.442,10.551
77309673472,11.53,10.166
134250504,7.508,4.829
2251799830466560,9.097,3
2251808403619848,8.941,7.067
281474993488384,9.055,6.153
640,10.612,9.618
36928,10.657,9.508
4105,9.878,9.299
1099645845504,9.23,7.606
618475290625,9.989,9.711
4947802587136,11.634,10.631
1107296256,12.349,10.323
4406636478464,11.62,9.403
2286984185806848,8.233,5.005
68719476801,9.915,9.518
316659348799552,8.097,6.868
4466900205568,8.132,6.6
4398080065536,12.29,10.479
2286985259515904,9.322,7.282
2251868667379712,8.075,7.154
8858370048,9.426,7.061
558346010624,11.928,10.519
268468224,8.543,5.302
4535485464576,10.662,10.387
2256266579673088,8.032,6.662
137438986240,10.773,9.918
8796093022216,11.218,10.33
281474976710728,7.238,6.573
8592032256,11.151,9.609
294976,11.057,9.731
16777792,10.811,9.378
281474993520640,8.951,3
1099528404992,11.516,9.896
18874369,11.431,10.258
39582418599944,10.939,10.024
68736286720,11.232,9.292
70866960384,11.544,10.653
286422779035648,8.629,6.914
1073741952,11.971,10.834
281543696187904,7.715,6.4
17179873280,12.01,9.605
549755817985,10.181,9.257
35184372351040,11.661,10.705
35253093662720,10.765,10.063
137438953536,10.163,9.923
1536,9.563,8.284
16781376,11.26,8.876
282024732786688,9.366,7.721
2251799830462472,9.202,7.06
68853956608,8.702,7.251
134217800,7.319,6.576
524296,11.746,10.64
4399122350080,11.656,10.497
268435464,7.699,6.632
281474976714753,7.52,5.245
17179869696,11.626,10.06
68721606656,10.887,9.535
281476050485248,9.098,5.63
16810496,11.033,8.122
25769803776,12.423,10.541
8589934601,10.359,9.842
35192962023432,11.433,10.29
8606711872,11.907,10.395
316659348803584,8.369,5.148
281474978807872,7.888,6.907
281474976747520,8.344,5.055
8592293888,12.041,10.341
136314888,7.683,6.785
281543830405120,7.922,6.907
2251800887689216,10.235,8.11
262209,11.44,10.404
35734127903232,10.524,9.585
35734127906816,11.353,9.72
4398050705408,11.613,10.503
35185580048384,9.357,7.277
4398046544384,10.674,8.767
2097280,11.487,10.571
299008,11.436,9.555
35184405643264,12.25,10.439
1074003976,11.427,10.474
2533274924613632,9.073,7.655
10,10.176,9.798
68855791616,8.123,7.088
4398046773312,11.403,10.399
35185445834752,11.704,9.75
35253108342784,11.152,10.07
2129984,10.778,9.583
2251799830495232,9.248,3
33558528,11.965,9.086
4398046806016,11.521,9.675
2533274790395968,7.989,7.01
4466782765056,11.204,10.064
268435520,7.936,6.914
68719476745,9.284,9.17
4948876066816,11.73,10.619
2251799813718528,8.264,4.998
618475290688,10.528,10.07
16777232,11.286,10.321
35184372088904,10.885,10.307
550829817856,12.124,10.99
8589967872,10.889,8.415
2251799813685824,7.81,6.578
2251869606903808,9.115,7.574
32896,11.123,9.635
562949953454080,8.783,5.455
563018672898048,8.068,7.049
2251799813685264,8.516,7.831
1073807360,11.691,9.775
69793219072,10.613,9.727
134250560,7.432,5.25
39582552817664,8.48,6.65
17196646400,12.4,10.101
2251799947902977,8.035,6.78
4398180728896,8.184,6.862
134283264,8.405,5.195
35184372613120,12.28,10.861
8804682956800,11.887,10.353
282024732557312,8.323,5.222
549755813890,11.281,10.64
2251868533424128,9.019,7.468
285941742698496,7.797,6.561
4406636445760,11.648,10.396
2251799813685250,8.699,7.399
316659348799489,8.012,6.665
2533274790396416,8.561,6.962
35253091565576,10.561,9.939
136315392,8.402,6.846
2129928,11.032,9.556
35185445831168,11.376,10.052
68736258048,11.397,9.234
2286984185774081,7.734,6.428
268435457,8.017,6.888
8724156416,9.248,4.328
285873023221768,7.901,6.601
2251799813685376,9.04,7.623
1073774656,11.14,9.572
2130432,10.737,8.932
2251799813750784,8.268,5.142
550829555720,11.332,10.508
285873023222272,8.209,6.23
2251808403619904,9.239,7.302
